STATION,NAME,DATE,DY,PRCP,TMAX,TMIN
USC00036920,"STUTTGART 9 ESE, AR US",1974-03,1,2.51,68.7,47.9
USC00036920,"STUTTGART 9 ESE, AR US",1974-05,1,4.67,81.2,64.1
USC00036920,"STUTTGART 9 ESE, AR US",1974-06,1,7.54,82.5,64.8
USC00036920,"STUTTGART 9 ESE, AR US",1974-07,1,5.69,91.9,72.1
USC00036920,"STUTTGART 9 ESE, AR US",1974-08,1,5.19,87,69
USC00036920,"STUTTGART 9 ESE, AR US",1974-09,1,3.91,75.3,58.6
USC00036920,"STUTTGART 9 ESE, AR US",1974-10,1,2.52,74,49
USC00036920,"STUTTGART 9 ESE, AR US",1974-11,1,5.33,62,43.8
USC00036920,"STUTTGART 9 ESE, AR US",1974-12,1,4.88,51.6,34.9
USC00036920,"STUTTGART 9 ESE, AR US",1975-01,1,2.86,54,35.3
USC00036920,"STUTTGART 9 ESE, AR US",1975-02,1,3.89,53.2,34.5
USC00036920,"STUTTGART 9 ESE, AR US",1975-03,1,9.54,58.2,39
USC00036920,"STUTTGART 9 ESE, AR US",1975-04,1,3.08,70,50.4
USC00036920,"STUTTGART 9 ESE, AR US",1975-05,1,4.85,80.7,63.5
USC00036920,"STUTTGART 9 ESE, AR US",1975-06,1,5.03,86.6,68.7
USC00036920,"STUTTGART 9 ESE, AR US",1975-07,1,1.66,90,71.4
USC00036920,"STUTTGART 9 ESE, AR US",1975-08,1,3.94,87.9,70.8
USC00036920,"STUTTGART 9 ESE, AR US",1975-09,1,1.12,80.9,59.2
USC00036920,"STUTTGART 9 ESE, AR US",1975-10,1,1.22,76.6,50.8
USC00036920,"STUTTGART 9 ESE, AR US",1975-11,1,2.88,63.6,42.7
USC00036920,"STUTTGART 9 ESE, AR US",1975-12,1,2.93,52.7,35.6
USC00036920,"STUTTGART 9 ESE, AR US",1976-01,1,2.37,50.3,29.9
USC00036920,"STUTTGART 9 ESE, AR US",1976-02,1,2.52,63.3,42.2
USC00036920,"STUTTGART 9 ESE, AR US",1976-03,1,6.17,66.1,47.3
USC00036920,"STUTTGART 9 ESE, AR US",1976-04,1,2.52,73,52.9
USC00036920,"STUTTGART 9 ESE, AR US",1976-05,1,5.15,73.2,55.5
USC00036920,"STUTTGART 9 ESE, AR US",1976-06,1,6.01,83.4,66.4
USC00036920,"STUTTGART 9 ESE, AR US",1976-07,1,1.66,89.8,70.9
USC00036920,"STUTTGART 9 ESE, AR US",1976-08,1,1.18,90,66.7
USC00036920,"STUTTGART 9 ESE, AR US",1976-09,1,2.68,81.6,60.7
USC00036920,"STUTTGART 9 ESE, AR US",1976-10,1,4.96,68.3,44.5
USC00036920,"STUTTGART 9 ESE, AR US",1976-11,1,1.46,54.3,33.7
USC00036920,"STUTTGART 9 ESE, AR US",1976-12,1,2.06,50.9,29.2
USC00036920,"STUTTGART 9 ESE, AR US",1977-01,1,3.23,37,20.7
USC00036920,"STUTTGART 9 ESE, AR US",1977-02,1,1.93,55.3,33.1
USC00036920,"STUTTGART 9 ESE, AR US",1977-03,1,5.6,67.3,45.9
USC00036920,"STUTTGART 9 ESE, AR US",1977-04,1,4.57,75.1,54.5
USC00036920,"STUTTGART 9 ESE, AR US",1977-05,1,0.66,85.7,64
USC00036920,"STUTTGART 9 ESE, AR US",1977-06,1,2.31,91.8,70.8
USC00036920,"STUTTGART 9 ESE, AR US",1977-07,1,5.06,92.4,73.3
USC00036920,"STUTTGART 9 ESE, AR US",1977-08,1,1.07,90.3,70.7
USC00036920,"STUTTGART 9 ESE, AR US",1977-09,1,6.42,86.6,67.1
USC00036920,"STUTTGART 9 ESE, AR US",1977-10,1,1.89,73.4,49.9
USC00036920,"STUTTGART 9 ESE, AR US",1977-11,1,8.36,61.6,44
USC00036920,"STUTTGART 9 ESE, AR US",1977-12,1,2.11,51.2,32.3
USC00036920,"STUTTGART 9 ESE, AR US",1978-01,1,6.07,38,23.2
USC00036920,"STUTTGART 9 ESE, AR US",1978-02,1,1.27,41,24.2
USC00036920,"STUTTGART 9 ESE, AR US",1978-03,1,2.36,58.1,38.9
USC00036920,"STUTTGART 9 ESE, AR US",1978-04,1,2.58,76.2,53.3
USC00036920,"STUTTGART 9 ESE, AR US",1978-05,1,8.43,79,60.7
USC00036920,"STUTTGART 9 ESE, AR US",1978-06,1,5.92,87.3,68.7
USC00036920,"STUTTGART 9 ESE, AR US",1978-07,1,0.41,94.4,72.5
USC00036920,"STUTTGART 9 ESE, AR US",1978-08,1,4.24,90.9,68.8
USC00036920,"STUTTGART 9 ESE, AR US",1978-09,1,7.26,84.9,65
USC00036920,"STUTTGART 9 ESE, AR US",1978-10,1,1.08,74.8,45.6
USC00036920,"STUTTGART 9 ESE, AR US",1978-11,1,5.13,65.8,43.2
USC00036920,"STUTTGART 9 ESE, AR US",1978-12,1,8.94,53.6,32.4
USC00036920,"STUTTGART 9 ESE, AR US",1979-01,1,7.23,37.2,21.4
USC00036920,"STUTTGART 9 ESE, AR US",1979-02,1,5.9,44.6,27.6
USC00036920,"STUTTGART 9 ESE, AR US",1979-03,1,2.93,62.9,42.2
USC00036920,"STUTTGART 9 ESE, AR US",1979-04,1,7.57,71.3,51.6
USC00036920,"STUTTGART 9 ESE, AR US",1979-05,1,11.2,77.3,58.4
USC00036920,"STUTTGART 9 ESE, AR US",1979-06,1,5.73,85.4,66
USC00036920,"STUTTGART 9 ESE, AR US",1979-07,1,4.73,89.4,70.6
USC00036920,"STUTTGART 9 ESE, AR US",1979-08,1,2.42,88,69.3
USC00036920,"STUTTGART 9 ESE, AR US",1979-09,1,4.77,80.8,60.6
USC00036920,"STUTTGART 9 ESE, AR US",1979-10,1,3.23,76.1,49.8
USC00036920,"STUTTGART 9 ESE, AR US",1979-11,1,5.65,60.2,38.6
USC00036920,"STUTTGART 9 ESE, AR US",1979-12,1,5.35,52.6,33.2
USC00036920,"STUTTGART 9 ESE, AR US",1980-01,1,4.43,49.2,33.6
USC00036920,"STUTTGART 9 ESE, AR US",1980-02,1,1.45,46.9,28.4
USC00036920,"STUTTGART 9 ESE, AR US",1980-03,1,11.07,57.1,38.4
USC00036920,"STUTTGART 9 ESE, AR US",1980-04,1,3.75,69.5,49.2
USC00036920,"STUTTGART 9 ESE, AR US",1980-05,1,6.16,79.4,60.9
USC00036920,"STUTTGART 9 ESE, AR US",1980-06,1,1.51,89.1,69.8
USC00036920,"STUTTGART 9 ESE, AR US",1980-07,1,0.33,98.5,74.1
USC00036920,"STUTTGART 9 ESE, AR US",1980-08,1,0.2,96.3,71.9
USC00036920,"STUTTGART 9 ESE, AR US",1980-09,1,5.46,89.2,66
USC00036920,"STUTTGART 9 ESE, AR US",1980-10,1,3.05,71.7,48
USC00036920,"STUTTGART 9 ESE, AR US",1980-11,1,5.97,60.1,40.6
USC00036920,"STUTTGART 9 ESE, AR US",1980-12,1,1.69,51.7,32.6
USC00036920,"STUTTGART 9 ESE, AR US",1981-01,1,1.02,48.9,28.6
USC00036920,"STUTTGART 9 ESE, AR US",1981-02,1,2.78,54.1,35.5
USC00036920,"STUTTGART 9 ESE, AR US",1981-03,1,4.92,61.6,42.3
USC00036920,"STUTTGART 9 ESE, AR US",1981-04,1,2.31,77.6,58.4
USC00036920,"STUTTGART 9 ESE, AR US",1981-05,1,7.76,76.8,58.5
USC00036920,"STUTTGART 9 ESE, AR US",1981-06,1,4.58,88.9,72.2
USC00036920,"STUTTGART 9 ESE, AR US",1981-07,1,1.48,92.2,73.8
USC00036920,"STUTTGART 9 ESE, AR US",1981-08,1,2.14,88.4,70.1
USC00036920,"STUTTGART 9 ESE, AR US",1981-09,1,0.83,83.1,60.1
USC00036920,"STUTTGART 9 ESE, AR US",1981-10,1,4.43,71.5,50.9
USC00036920,"STUTTGART 9 ESE, AR US",1981-11,1,2.37,64.2,42.5
USC00036920,"STUTTGART 9 ESE, AR US",1981-12,1,0.96,51.2,31.2
USC00036920,"STUTTGART 9 ESE, AR US",1982-01,1,5.32,45.2,24
USC00036920,"STUTTGART 9 ESE, AR US",1982-02,1,3.44,48,32.5
USC00036920,"STUTTGART 9 ESE, AR US",1982-03,1,2.02,64.4,47.2
USC00036920,"STUTTGART 9 ESE, AR US",1982-04,1,7.51,67.4,49
USC00036920,"STUTTGART 9 ESE, AR US",1982-05,1,3.74,82.3,63.1
USC00036920,"STUTTGART 9 ESE, AR US",1982-06,1,6.81,84.5,67.8
USC00036920,"STUTTGART 9 ESE, AR US",1982-07,1,2.4,91.5,73.6
USC00036920,"STUTTGART 9 ESE, AR US",1982-08,1,2.52,88.7,71.9
USC00036920,"STUTTGART 9 ESE, AR US",1982-09,1,2.22,82.9,61.5
USC00036920,"STUTTGART 9 ESE, AR US",1982-10,1,5.12,73.5,51.1
USC00036920,"STUTTGART 9 ESE, AR US",1982-11,1,4.38,61.5,43
USC00036920,"STUTTGART 9 ESE, AR US",1982-12,1,10.76,55.7,39.2
USC00036920,"STUTTGART 9 ESE, AR US",1983-01,1,1.5,46.5,31.2
USC00036920,"STUTTGART 9 ESE, AR US",1983-02,1,3.37,53,35.7
USC00036920,"STUTTGART 9 ESE, AR US",1983-03,1,1.9,59.8,40.8
USC00036920,"STUTTGART 9 ESE, AR US",1983-04,1,9.19,63.4,46.8
USC00036920,"STUTTGART 9 ESE, AR US",1983-05,1,7.8,76.2,59
USC00036920,"STUTTGART 9 ESE, AR US",1983-06,1,2.04,85.1,67.4
USC00036920,"STUTTGART 9 ESE, AR US",1983-07,1,3.73,91.2,73.1
USC00036920,"STUTTGART 9 ESE, AR US",1983-08,1,0.99,94.1,73.3
USC00036920,"STUTTGART 9 ESE, AR US",1983-09,1,2.95,85.1,62.2
USC00036920,"STUTTGART 9 ESE, AR US",1983-10,1,3.35,74.9,53.3
USC00036920,"STUTTGART 9 ESE, AR US",1983-11,1,6.09,62.8,42.1
USC00036920,"STUTTGART 9 ESE, AR US",1983-12,1,10.04,39,25.3
USC00036920,"STUTTGART 9 ESE, AR US",1984-01,1,1.78,42.4,24.9
USC00036920,"STUTTGART 9 ESE, AR US",1984-02,1,4.47,56.8,36.7
USC00036920,"STUTTGART 9 ESE, AR US",1984-03,1,3.87,59,41.6
USC00036920,"STUTTGART 9 ESE, AR US",1984-04,1,5.02,69.3,50.2
USC00036920,"STUTTGART 9 ESE, AR US",1984-05,1,10.14,78.4,59.5
USC00036920,"STUTTGART 9 ESE, AR US",1984-06,1,4.78,88.9,70.2
USC00036920,"STUTTGART 9 ESE, AR US",1984-07,1,2.38,89,70.5
USC00036920,"STUTTGART 9 ESE, AR US",1984-08,1,2.5,86.1,69.1
USC00036920,"STUTTGART 9 ESE, AR US",1984-09,1,1.34,81.3,61.2
USC00036920,"STUTTGART 9 ESE, AR US",1984-10,1,15.33,74.3,57.3
USC00036920,"STUTTGART 9 ESE, AR US",1984-11,1,4.48,60,40.1
USC00036920,"STUTTGART 9 ESE, AR US",1984-12,1,3.17,59.9,43.9
USC00036920,"STUTTGART 9 ESE, AR US",1985-01,1,4.44,40.2,24.3
USC00036920,"STUTTGART 9 ESE, AR US",1985-02,1,3,45.8,28.8
USC00036920,"STUTTGART 9 ESE, AR US",1985-03,1,3.8,65.6,46.1
USC00036920,"STUTTGART 9 ESE, AR US",1985-04,1,8.43,73.8,52.2
USC00036920,"STUTTGART 9 ESE, AR US",1985-05,1,2.93,80.5,61.2
USC00036920,"STUTTGART 9 ESE, AR US",1985-06,1,1.59,88.8,69
USC00036920,"STUTTGART 9 ESE, AR US",1985-07,1,3.11,90.4,71.5
USC00036920,"STUTTGART 9 ESE, AR US",1985-08,1,3.02,89.3,70.4
USC00036920,"STUTTGART 9 ESE, AR US",1985-09,1,0.99,85.3,62.4
USC00036920,"STUTTGART 9 ESE, AR US",1985-10,1,4.49,75.8,55.9
USC00036920,"STUTTGART 9 ESE, AR US",1985-11,1,1.89,64.7,46.1
USC00036920,"STUTTGART 9 ESE, AR US",1985-12,1,3.83,47.9,28.1
USC00036920,"STUTTGART 9 ESE, AR US",1986-01,1,0.29,53.5,28.8
USC00036920,"STUTTGART 9 ESE, AR US",1986-02,1,3.45,57,37.4
USC00036920,"STUTTGART 9 ESE, AR US",1986-03,1,1.74,67,40.9
USC00036920,"STUTTGART 9 ESE, AR US",1986-04,1,4.08,74.5,52.6
USC00036920,"STUTTGART 9 ESE, AR US",1986-05,1,2.5,81.6,62.4
USC00036920,"STUTTGART 9 ESE, AR US",1986-06,1,3.57,88.6,70.4
USC00036920,"STUTTGART 9 ESE, AR US",1986-07,1,0.19,95.8,74.1
USC00036920,"STUTTGART 9 ESE, AR US",1986-08,1,2.18,89.6,66.8
USC00036920,"STUTTGART 9 ESE, AR US",1986-09,1,1.46,87.9,65.7
USC00036920,"STUTTGART 9 ESE, AR US",1986-10,1,3.84,75.7,53.8
USC00036920,"STUTTGART 9 ESE, AR US",1986-11,1,8.61,58.3,43
USC00036920,"STUTTGART 9 ESE, AR US",1986-12,1,3.71,49.1,35.7
USC00036920,"STUTTGART 9 ESE, AR US",1987-01,1,1.92,47.6,30.7
USC00036920,"STUTTGART 9 ESE, AR US",1987-02,1,7.24,54.3,37
USC00036920,"STUTTGART 9 ESE, AR US",1987-03,1,4.09,64.9,42.5
USC00036920,"STUTTGART 9 ESE, AR US",1987-04,1,1.09,74.9,48.2
USC00036920,"STUTTGART 9 ESE, AR US",1987-05,1,4.52,85.9,65.2
USC00036920,"STUTTGART 9 ESE, AR US",1987-06,1,4.05,88.5,69.5
USC00036920,"STUTTGART 9 ESE, AR US",1987-07,1,3.28,89.7,71.4
USC00036920,"STUTTGART 9 ESE, AR US",1987-08,1,2.29,93.7,72.6
USC00036920,"STUTTGART 9 ESE, AR US",1987-09,1,1.74,85.2,61.9
USC00036920,"STUTTGART 9 ESE, AR US",1987-10,1,1.84,72.5,44.1
USC00036920,"STUTTGART 9 ESE, AR US",1987-11,1,12.05,63.3,43.7
USC00036920,"STUTTGART 9 ESE, AR US",1987-12,1,11.5,53.8,37.1
USC00036920,"STUTTGART 9 ESE, AR US",1988-01,1,2.54,43,26.4
USC00036920,"STUTTGART 9 ESE, AR US",1988-02,1,1.94,51.6,31.5
USC00036920,"STUTTGART 9 ESE, AR US",1988-03,1,3.72,61.7,39.5
USC00036920,"STUTTGART 9 ESE, AR US",1988-04,1,3.24,72.5,48.9
USC00036920,"STUTTGART 9 ESE, AR US",1988-05,1,2.6,82.1,58.6
USC00036920,"STUTTGART 9 ESE, AR US",1988-06,1,0.7,91.4,65.7
USC00036920,"STUTTGART 9 ESE, AR US",1988-07,1,3.21,89.5,71.8
USC00036920,"STUTTGART 9 ESE, AR US",1988-08,1,0.54,94.1,71.5
USC00036920,"STUTTGART 9 ESE, AR US",1988-09,1,2.54,85.2,59.6
USC00036920,"STUTTGART 9 ESE, AR US",1988-10,1,3.19,70.3,47.2
USC00036920,"STUTTGART 9 ESE, AR US",1988-11,1,9.83,63.9,41.4
USC00036920,"STUTTGART 9 ESE, AR US",1988-12,1,3.3,54.7,33.5
USC00036920,"STUTTGART 9 ESE, AR US",1989-01,1,6.14,55.1,35.7
USC00036920,"STUTTGART 9 ESE, AR US",1989-02,1,9.59,45.9,30.3
USC00036920,"STUTTGART 9 ESE, AR US",1989-03,1,7.85,61.4,42.1
USC00036920,"STUTTGART 9 ESE, AR US",1989-04,1,2.33,72.5,49.3
USC00036920,"STUTTGART 9 ESE, AR US",1989-05,1,7.6,77.3,59.5
USC00036920,"STUTTGART 9 ESE, AR US",1989-06,1,6.3,84.9,67.7
USC00036920,"STUTTGART 9 ESE, AR US",1989-07,1,8.63,87.2,70.6
USC00036920,"STUTTGART 9 ESE, AR US",1989-08,1,0.74,89.7,69.3
USC00036920,"STUTTGART 9 ESE, AR US",1989-09,1,3.09,80.6,61
USC00036920,"STUTTGART 9 ESE, AR US",1989-10,1,1.61,75.5,51.2
USC00036920,"STUTTGART 9 ESE, AR US",1989-11,1,1.2,66.7,42.9
USC00036920,"STUTTGART 9 ESE, AR US",1989-12,1,2.31,45.9,23.9
USC00036920,"STUTTGART 9 ESE, AR US",1990-01,1,4.86,55.7,36.4
USC00036920,"STUTTGART 9 ESE, AR US",1990-02,1,8.55,61.4,40.3
USC00036920,"STUTTGART 9 ESE, AR US",1990-03,1,8.87,62.7,45.2
USC00036920,"STUTTGART 9 ESE, AR US",1990-04,1,5.79,71.6,50.5
USC00036920,"STUTTGART 9 ESE, AR US",1990-05,1,7.04,74.5,58.7
USC00036920,"STUTTGART 9 ESE, AR US",1990-06,1,3.16,90.2,69.6
USC00036920,"STUTTGART 9 ESE, AR US",1990-07,1,5.7,91.4,71.9
USC00036920,"STUTTGART 9 ESE, AR US",1990-08,1,1.88,90.6,70.6
USC00036920,"STUTTGART 9 ESE, AR US",1990-09,1,5.51,88,64.8
USC00036920,"STUTTGART 9 ESE, AR US",1990-10,1,6.96,73.1,47.8
USC00036920,"STUTTGART 9 ESE, AR US",1990-11,1,3.63,68.4,44.2
USC00036920,"STUTTGART 9 ESE, AR US",1990-12,1,5.87,54.9,34.1
USC00036920,"STUTTGART 9 ESE, AR US",1991-01,1,3.72,45.3,31.1
USC00036920,"STUTTGART 9 ESE, AR US",1991-02,1,4.83,57.3,36
USC00036920,"STUTTGART 9 ESE, AR US",1991-03,1,3.71,65.6,43.1
USC00036920,"STUTTGART 9 ESE, AR US",1991-04,1,13.56,72.9,55.1
USC00036920,"STUTTGART 9 ESE, AR US",1991-05,1,4.41,82.2,65
USC00036920,"STUTTGART 9 ESE, AR US",1991-06,1,4.48,89.1,70.5
USC00036920,"STUTTGART 9 ESE, AR US",1991-07,1,2.43,92.2,71.2
USC00036920,"STUTTGART 9 ESE, AR US",1991-08,1,3.02,89.9,67.4
USC00036920,"STUTTGART 9 ESE, AR US",1991-09,1,1.41,84.6,62.6
USC00036920,"STUTTGART 9 ESE, AR US",1991-10,1,5.88,77.1,52.7
USC00036920,"STUTTGART 9 ESE, AR US",1991-11,1,4.59,57.8,40.2
USC00036920,"STUTTGART 9 ESE, AR US",1991-12,1,7.27,54.9,39.5
USC00036920,"STUTTGART 9 ESE, AR US",1992-01,1,2.58,50.9,33.3
USC00036920,"STUTTGART 9 ESE, AR US",1992-02,1,2.13,59.8,40.5
USC00036920,"STUTTGART 9 ESE, AR US",1992-03,1,8.28,62.5,43.9
USC00036920,"STUTTGART 9 ESE, AR US",1992-04,1,1.89,71.5,50.4
USC00036920,"STUTTGART 9 ESE, AR US",1992-05,1,6.42,79.5,59.6
USC00036920,"STUTTGART 9 ESE, AR US",1992-06,1,6.72,85.7,67.8
USC00036920,"STUTTGART 9 ESE, AR US",1992-07,1,5.05,89.9,73
USC00036920,"STUTTGART 9 ESE, AR US",1992-08,1,1.98,85.8,66.4
USC00036920,"STUTTGART 9 ESE, AR US",1992-09,1,2.22,83.2,61.8
USC00036920,"STUTTGART 9 ESE, AR US",1992-10,1,3.19,76.5,49.4
USC00036920,"STUTTGART 9 ESE, AR US",1992-11,1,4.07,58.8,41.6
USC00036920,"STUTTGART 9 ESE, AR US",1992-12,1,2.72,51.2,36
USC00036920,"STUTTGART 9 ESE, AR US",1993-01,1,3.45,49.2,32.8
USC00036920,"STUTTGART 9 ESE, AR US",1993-02,1,1.37,53.4,32.9
USC00036920,"STUTTGART 9 ESE, AR US",1993-03,1,3.16,59.8,41.2
USC00036920,"STUTTGART 9 ESE, AR US",1993-04,1,6.17,66.7,47.9
USC00036920,"STUTTGART 9 ESE, AR US",1993-05,1,3.69,79.3,60.1
USC00036920,"STUTTGART 9 ESE, AR US",1993-06,1,1.76,87.6,69.7
USC00036920,"STUTTGART 9 ESE, AR US",1993-07,1,0,95.2,74.4
USC00036920,"STUTTGART 9 ESE, AR US",1993-08,1,3.2,92.8,71.8
USC00036920,"STUTTGART 9 ESE, AR US",1993-09,1,1.04,85.7,59.1
USC00036920,"STUTTGART 9 ESE, AR US",1993-10,1,4.25,73.8,47.9
USC00036920,"STUTTGART 9 ESE, AR US",1993-11,1,6.31,57.9,37.9
USC00036920,"STUTTGART 9 ESE, AR US",1993-12,1,6.18,53.7,33.8
USC00036920,"STUTTGART 9 ESE, AR US",1994-01,1,6.07,45.1,28.8
USC00036920,"STUTTGART 9 ESE, AR US",1994-02,1,4.97,53.6,34.8
USC00036920,"STUTTGART 9 ESE, AR US",1994-03,1,4.97,64.7,42.4
USC00036920,"STUTTGART 9 ESE, AR US",1994-04,1,2.48,76.3,51.9
USC00036920,"STUTTGART 9 ESE, AR US",1994-05,1,4.76,78.8,58.1
USC00036920,"STUTTGART 9 ESE, AR US",1994-06,1,5.73,90.1,71.2
USC00036920,"STUTTGART 9 ESE, AR US",1994-07,1,5.74,88.4,70.5
USC00036920,"STUTTGART 9 ESE, AR US",1994-08,1,3.27,88.5,66.7
USC00036920,"STUTTGART 9 ESE, AR US",1994-09,1,1.55,85.1,59.3
USC00036920,"STUTTGART 9 ESE, AR US",1994-10,1,1.42,74.8,53
USC00036920,"STUTTGART 9 ESE, AR US",1994-11,1,2.63,65.6,45.6
USC00036920,"STUTTGART 9 ESE, AR US",1994-12,1,3.83,54.3,36.9
USC00036920,"STUTTGART 9 ESE, AR US",1995-01,1,4.84,51.4,34
USC00036920,"STUTTGART 9 ESE, AR US",1995-02,1,1.95,56,33.3
USC00036920,"STUTTGART 9 ESE, AR US",1995-03,1,2.91,64.9,45.2
USC00036920,"STUTTGART 9 ESE, AR US",1995-04,1,10.48,73.5,50.4
USC00036920,"STUTTGART 9 ESE, AR US",1995-05,1,2.71,81.4,60.5
USC00036920,"STUTTGART 9 ESE, AR US",1995-06,1,0.98,87.7,67.7
USC00036920,"STUTTGART 9 ESE, AR US",1995-07,1,4.68,91.8,70.8
USC00036920,"STUTTGART 9 ESE, AR US",1995-08,1,0.27,95.8,72.7
USC00036920,"STUTTGART 9 ESE, AR US",1995-09,1,0.48,84.7,59.1
USC00036920,"STUTTGART 9 ESE, AR US",1995-10,1,1.83,79.8,48.7
USC00036920,"STUTTGART 9 ESE, AR US",1995-11,1,2.72,61,36.5
USC00036920,"STUTTGART 9 ESE, AR US",1995-12,1,5.34,51.2,33.5
USC00036920,"STUTTGART 9 ESE, AR US",1996-01,1,1.2,49.8,30.3
USC00036920,"STUTTGART 9 ESE, AR US",1996-02,1,2.87,55.1,34
USC00036920,"STUTTGART 9 ESE, AR US",1996-03,1,3.24,58.5,37.5
USC00036920,"STUTTGART 9 ESE, AR US",1996-04,1,2.7,70.4,47.8
USC00036920,"STUTTGART 9 ESE, AR US",1996-05,1,4.52,84,65.2
USC00036920,"STUTTGART 9 ESE, AR US",1996-06,1,2.15,88.1,69.8
USC00036920,"STUTTGART 9 ESE, AR US",1996-07,1,9.35,90.6,71.6
USC00036920,"STUTTGART 9 ESE, AR US",1996-08,1,2.03,89.1,69.7
USC00036920,"STUTTGART 9 ESE, AR US",1996-09,1,5.86,83.2,61.5
USC00036920,"STUTTGART 9 ESE, AR US",1996-10,1,5.59,75.8,52.2
USC00036920,"STUTTGART 9 ESE, AR US",1996-11,1,5,57.5,40.7
USC00036920,"STUTTGART 9 ESE, AR US",1996-12,1,2.87,56.1,37.3
USC00036920,"STUTTGART 9 ESE, AR US",1997-01,1,4.19,48.9,30.4
USC00036920,"STUTTGART 9 ESE, AR US",1997-02,1,6.19,56,39.5
USC00036920,"STUTTGART 9 ESE, AR US",1997-03,1,7.93,66.8,46.7
USC00036920,"STUTTGART 9 ESE, AR US",1997-04,1,12.85,68.5,47.8
USC00036920,"STUTTGART 9 ESE, AR US",1997-05,1,3.59,79.7,57
USC00036920,"STUTTGART 9 ESE, AR US",1997-06,1,5.75,84.1,67.4
USC00036920,"STUTTGART 9 ESE, AR US",1997-07,1,0.64,93.6,73.9
USC00036920,"STUTTGART 9 ESE, AR US",1997-08,1,1.56,89,68.6
USC00036920,"STUTTGART 9 ESE, AR US",1997-09,1,3.02,87.7,62.6
USC00036920,"STUTTGART 9 ESE, AR US",1997-10,1,6.47,74.2,50.9
USC00036920,"STUTTGART 9 ESE, AR US",1997-11,1,3.06,57.8,41.2
USC00036920,"STUTTGART 9 ESE, AR US",1997-12,1,3.79,50.4,35.4
USC00036920,"STUTTGART 9 ESE, AR US",1998-01,1,6.91,53.4,39.1
USC00036920,"STUTTGART 9 ESE, AR US",1998-02,1,3.72,57.9,39.8
USC00036920,"STUTTGART 9 ESE, AR US",1998-03,1,3.84,61.1,42.2
USC00036920,"STUTTGART 9 ESE, AR US",1998-04,1,4.13,73.3,51.4
